SourceRowIndex,Building#,ID,BuildingHeight,BuildingWidth,Altitude,AveNoise,temp,prec,win,NestCount,HigherNestCount,Split,Cluster
356,Sanyuan Community Building 6,10436,24.0,60.0,1477.59,45.0,16.28,42.83,1.8,3,0,train,3
357,Sanyuan Community Building 8,10436,18.0,50.0,1477.04,58.0,16.28,42.83,1.8,4,0,train,3
359,Shannan Residential Community,10437,21.0,50.0,1661.0,54.0,15.05,30.17,2.45,1,0,train,2
360,Shanshui Longcheng,11138,24.0,60.0,940.0,46.0,16.63,59.33,2.45,9,1,train,0
361,Shanyi Dayiyuan 1,11338,21.0,20.0,762.0,42.0,17.22,55.83,2.55,8,1,train,0
362,Shanyi Dayiyuan 2,11338,18.0,20.0,762.0,42.0,17.22,55.83,2.55,5,1,train,0
363,Shizijie Community Building 29,10437,21.0,60.0,1728.03,59.0,14.87,30.0,2.43,6,1,train,2
364,Shizijie Community Building 40,10437,21.0,50.0,1712.73,57.0,14.87,30.0,2.43,5,1,train,2
365,Shizijie Community Building 48,10437,21.0,40.0,1697.29,54.0,14.87,30.0,2.43,7,1,train,2
366,Provincial Construction Bank Family Quarters Building 1,10436,23.0,60.0,1510.48,57.0,16.3,42.83,1.8,5,1,train,3
367,Shengmusi Family Quarters Building 2,10436,18.0,70.0,1490.78,51.0,16.17,43.5,1.7,3,0,train,3
368,Shengshi Hua'an,11538,78.0,45.0,58.0,41.0,20.12,66.0,2.4,3,0,train,1
369,Shengshi Longyuan,11741,69.0,15.0,677.0,43.0,13.82,63.0,2.98,2,0,train,4
370,Shengshi Taoyuan,10635,21.0,60.0,1128.0,52.0,17.28,71.5,1.68,3,0,train,3
371,Shengshi Taoyuan 2,10635,39.0,60.0,1119.0,49.0,17.28,71.5,1.68,5,1,train,3
372,Shengxin Jiayuan,11538,15.0,50.0,52.0,49.0,20.15,61.5,2.43,10,1,train,1
374,Shichengshu Building 10,10638,54.0,20.0,1076.0,49.0,16.35,25.67,2.65,7,1,train,2
375,Shichengshu Building 7,10638,90.0,80.0,1076.0,49.0,16.35,25.67,2.65,7,1,train,4
376,Shichengshu Phase II Building 3,10638,33.0,40.0,1062.0,58.0,16.35,25.67,2.65,1,0,train,2
377,Shichengshu Building 5,10638,33.0,35.0,1075.0,47.0,16.35,25.67,2.65,4,0,train,2
378,Shichengshu Building 1,10638,30.0,100.0,1073.0,45.0,16.35,25.67,2.65,4,0,train,2
380,Shiji Hongyuan Area II,11438,21.0,37.0,671.0,53.0,17.8,58.67,2.55,9,1,train,0
381,Shiji Hongyuan Area II 10,11438,21.0,50.0,685.0,53.0,17.8,58.67,2.55,6,1,train,0
382,Shiji Garden Area B 1,10736,42.5,51.0,1334.0,48.0,14.82,59.5,2.18,4,0,train,3
383,Shiji Garden Area B 2,10736,42.5,58.0,1334.0,37.0,15.0,60.0,2.13,2,0,train,3
384,Shiji Garden Area B 3,10736,42.5,56.0,1334.0,44.0,15.0,60.0,2.13,2,0,train,3
385,Shiji Garden Area C 1,10736,39.0,47.0,1318.0,40.0,15.07,60.17,2.12,3,0,train,3
386,Shiji Garden Area C 2,10736,39.0,63.0,1318.0,40.0,15.07,60.17,2.12,4,0,train,3
388,Shirensheju Community,11138,18.0,55.0,905.0,59.0,16.77,58.0,2.48,8,1,train,0
389,Shiwei Dangxiao (Party School),10635,22.0,61.0,1111.0,55.7,17.37,71.5,1.68,2,0,train,3
390,Shiwei Shizhengfu Family Building,11138,15.0,27.0,914.0,55.0,16.72,60.17,2.43,7,1,train,0
391,Shuxiang Huoguo,10536,13.0,30.0,1881.0,58.0,12.28,51.17,2.17,2,0,train,3
392,Shuangshuiwan Community,11338,62.0,100.0,849.0,52.0,17.03,55.67,2.45,8,1,train,4
393,Shuangyiyuan Building 2,10638,48.0,30.0,1072.0,47.0,16.35,25.0,2.72,3,0,train,2
394,Shuangyiyuan Building 4,10638,48.0,30.0,1081.0,52.0,16.35,25.0,2.72,3,0,train,2
395,Shui'an Meijing Building 6,11438,81.0,90.0,55.0,66.0,20.12,66.17,2.32,38,1,train,1
397,Shuidian Shejiyuan Family Quarters Building 3,10436,27.0,60.0,1450.29,68.0,16.3,42.83,1.8,4,0,train,3
398,Shuijingyuan Building 1,11438,21.0,20.0,656.0,67.0,17.87,59.17,2.6,4,0,train,0
399,Shuijingyuan Building 4,11438,21.0,20.0,656.0,67.0,17.87,59.17,2.6,4,0,train,0
401,Shuili Community,11338,19.0,60.0,785.0,52.0,17.08,54.83,2.43,5,1,train,0
407,Siji Garden 1,11338,18.0,55.0,787.0,52.0,17.07,52.83,2.47,4,0,train,0
408,Siji Garden 2,11338,18.0,65.0,787.0,52.0,17.07,52.83,2.47,11,1,train,0
409,Siji Garden 3,11338,18.0,25.0,787.0,52.0,17.07,52.83,2.47,3,0,train,0
410,Sijingyuan Court,11438,21.0,73.0,656.0,51.0,17.65,58.83,2.55,9,1,train,0
411,Sinan Community Building 3,10638,18.0,70.0,1085.0,31.0,16.35,26.0,2.62,5,1,train,2
412,Sinan Community Building 4,10638,18.0,90.0,1083.0,36.0,16.35,26.0,2.62,4,0,train,2
415,Taihua Shucaiyuan,11138,36.0,49.0,944.0,55.0,16.72,60.17,2.43,8,1,train,0
416,Tangjuyuan Area 2,11438,21.0,20.0,676.0,61.0,17.6,59.5,2.47,3,0,train,0
417,Taoci Community Building 3,10738,52.0,30.0,1079.0,55.0,15.73666667,28.05666667,2.81,5,1,train,2
418,Tianli Garden Building 1,10538,19.0,95.0,1196.7,49.0,16.22,24.83,2.43,7,1,train,2
419,Tianli Garden Building 2,10538,19.0,95.0,1187.77,49.0,16.15,24.67,2.5,6,1,train,2
420,Tianli Garden Building 4,10538,19.0,95.0,1197.91,52.0,16.15,24.67,2.5,6,1,train,2
421,Tianlin Jinshuiwan,10635,65.0,60.0,1122.0,45.0,17.32,71.5,1.68,2,0,train,3
422,Tianquan Jiamei Building 1-2,11438,21.0,40.0,723.0,58.0,17.47,60.0,2.55,1,0,train,0
423,Tianquan Jiamei Building 2,11438,36.0,40.0,723.0,58.0,17.47,60.0,2.55,1,0,train,0
424,Tianrunyuan Community Building 1,10437,21.0,80.0,1651.0,59.0,15.08,30.0,2.47,2,0,train,2
425,Tianshui Road Community Building 1,10436,15.0,50.0,1470.0,54.0,16.28,42.83,1.8,5,1,train,3
426,Tianwei Hotel,10635,28.0,29.0,1143.0,49.8,17.28,71.5,1.68,1,0,train,3
427,Tielu Xincun Xinyuan Residential Community Building 1,10436,24.0,50.0,1481.0,51.0,16.2,43.17,1.82,1,0,train,3
428,Tielu Xincun Xinyuan Residential Community Building 2,10436,15.0,70.0,1485.0,60.0,16.2,43.17,1.82,4,0,train,3
438,Wanfu Jiayuan,11338,39.0,70.0,783.0,61.0,16.82,55.0,2.48,4,0,train,0
439,Wanhe Huafu Building 6,11438,48.0,40.0,83.0,67.0,19.87,65.83,2.28,11,1,train,1
440,Wanjia Yuan Community,11438,18.0,20.0,687.0,54.0,17.7,59.67,2.47,7,1,train,0
441,Wansheng Garden,10437,22.0,70.0,1735.0,54.0,15.05,30.17,2.45,1,0,train,2
442,Wangxian West Road No.17,10437,18.0,30.0,1660.0,41.0,15.08,30.0,2.47,2,0,train,2
443,"Weichang Jiutai Construction and Installation Co., Ltd.",11842,18.0,69.0,847.0,54.0,14.2,59.17,2.88,4,0,train,0
444,Weishengju Residential Building 2,10538,15.0,10.0,1204.74,56.0,16.4,24.5,2.5,2,0,train,2
445,Wenxinyuan Court,11338,18.0,67.0,797.0,85.0,16.82,55.0,2.48,6,1,train,0
446,Wenfengyuan Court,11138,93.0,60.0,894.0,51.0,16.73,58.33,2.45,5,1,train,4
447,Wenxingyuan Community Building 2 Unit 2,11338,90.0,50.0,770.0,53.0,17.08,54.83,2.43,6,1,train,4
448,Wenxingyuan Community Building 3 Unit 2,11338,90.0,30.0,783.0,38.0,17.08,54.83,2.43,3,0,train,4
449,Nameless,10635,17.5,28.0,1126.0,49.0,17.37,71.5,1.68,2,0,train,3
450,Nameless Community,10635,54.8,59.8,1244.0,49.86,15.966,64.9,1.92,6,1,train,3
451,Nameless Community 1,10635,21.0,66.0,1122.0,46.3,17.28,71.5,1.68,5,1,train,3
452,Nameless Community 2,10635,21.0,66.0,1122.0,50.8,17.28,71.5,1.68,2,0,train,3
453,Wutongyuan Court,11138,21.0,50.0,936.0,60.0,16.75,58.33,2.5,7,1,train,0
454,Wuli Zhuangyuan Building 15,11438,54.0,40.0,39.0,62.0,20.27,67.0,2.38,8,1,train,1
455,Wutan Community,11639,18.0,60.0,0.0,47.0,20.17,66.17,2.63,5,1,train,1
456,Xi'an Community 1,11338,34.0,85.0,800.0,54.0,17.07,51.67,2.57,9,1,train,0
457,Xi'an Community 2,11338,73.0,70.0,783.0,52.0,17.07,51.67,2.57,4,0,train,4
458,Xi'an Community 3,11338,81.0,90.0,783.0,52.0,17.07,51.67,2.57,12,1,train,4
459,Xi'an Community 1,11338,63.0,51.0,784.0,41.0,17.07,51.67,2.57,6,1,train,4
460,Xi'an Community 2,11338,81.0,58.0,784.0,42.0,17.07,51.67,2.57,9,1,train,4
461,Xi'an Community 3,11338,81.0,55.0,784.0,40.0,17.07,51.67,2.57,7,1,train,4
462,Xicheng Fengjing Yideyuan 18,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train,0
463,Xicheng Fengjing Yideyuan 20,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,1,0,train,0
464,Xicheng Fengjing Yideyuan 21,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train,0
465,Xicheng Fengjing Yideyuan 30,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train,0
466,Xicheng Fengjing Fengzeyuan,11438,52.0,40.0,729.0,52.0,17.47,60.33,2.48,4,0,train,4
467,Xiguayuan Resettlement Building,10736,18.0,64.0,1344.0,43.5,15.03,60.5,2.08,3,0,train,3
468,Xiguan School Family Building 1,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,3,0,train,0
469,Xiguan School Family Building 2,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,2,0,train,0
470,Xiguan School Family Building 3,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,7,1,train,0
471,Xijingyuan Xinhu Gang,10736,45.0,50.0,1344.0,49.0,15.0,60.0,2.13,3,0,train,3
472,Xixing Community,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,2,0,train,4
473,Xixing Community 2,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,1,0,train,4
474,Xixing Community 3,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,3,0,train,4
475,Xia'an Village Resettlement Community,11138,18.0,65.0,982.0,50.0,16.53,60.0,2.45,5,1,train,0
476,Modern City,11538,96.0,45.0,78.0,49.0,20.15,66.0,2.42,17,1,train,1
477,Xianghe Jiayuan Building 28,10437,20.0,40.0,1705.16,47.0,15.03,30.17,2.5,3,0,train,2
478,Xianghe Jiayuan Building 2,10437,20.0,80.0,1687.56,51.0,15.03,30.17,2.5,3,0,train,2
479,Xianghe Community,11138,18.0,70.0,914.0,57.0,16.77,58.0,2.48,6,1,train,0
480,Xianghe Community Building 1,10436,17.0,60.0,1495.15,55.0,16.12,43.0,1.82,3,0,train,3
484,Xiangning Jiayuan Building 1,11438,36.0,60.0,80.0,60.0,19.87,65.83,2.28,6,1,train,1
486,Xiangyang Area A Building 1,10538,15.0,60.0,1201.51,44.0,16.4,24.5,2.5,3,0,train,2
487,Xiangyang Area A Building 5,10538,15.5,70.0,1191.09,42.0,16.4,24.5,2.5,3,0,train,2
488,Xiangyang Area B Building 1,10538,15.0,90.0,1195.79,43.0,16.4,24.5,2.5,3,0,train,2
490,Xiangyang Community Building 22,10538,18.0,60.0,1194.0,42.0,16.4,24.5,2.5,6,1,train,2
491,Xiaowang Community,11338,75.0,80.0,854.0,58.0,17.1,51.83,2.6,11,1,train,4
492,Xiaolao Si Hotel,10536,16.0,20.0,1874.0,59.0,12.22,51.33,2.12,2,0,train,3
493,Xin'aocheng Area B Building 20,11438,110.0,40.0,723.0,65.0,17.55,58.33,2.52,2,0,train,4
494,Xindi Yangguang Jiayuan Building 4,10437,18.0,40.0,1691.0,34.0,15.05,30.17,2.45,1,0,train,2
495,Xindi Yangguang Jiayuan Building 9,10437,21.0,20.0,1671.0,43.0,15.05,30.17,2.45,2,0,train,2
496,Xinfeng Road No.54-2,11741,18.0,82.0,654.0,65.0,14.97,63.17,2.73,5,1,train,0
497,Xinhaiyuan Community,11939,21.0,34.0,-12.0,61.0,17.13,86.17,4.03,6,1,train,0
498,Xinhewan 1,10736,66.0,40.0,1284.0,58.0,15.0,60.0,2.15,3,0,train,4
499,Xinhewan 2,10736,66.0,40.0,1284.0,62.0,15.0,60.0,2.15,3,0,train,4
500,Xinhewan 3,10736,96.0,20.0,1322.0,59.0,15.13,60.0,2.13,1,0,train,4
501,Xinhewan 4,10736,78.0,50.0,1322.0,55.0,15.13,60.0,2.13,3,0,train,4
502,Xinhewan 5,10736,54.0,60.0,1322.0,52.0,15.13,60.0,2.13,5,1,train,3
503,Xinhewan 6,10736,54.0,60.0,1322.0,54.0,15.13,60.0,2.13,2,0,train,3
504,Xinhewan 7,10736,78.0,50.0,1322.0,57.0,15.13,60.0,2.13,1,0,train,4
505,Xinhewan 8,10736,78.0,50.0,1322.0,57.0,15.13,60.0,2.13,2,0,train,4
506,Xinhu Garden 1,10736,21.0,86.0,1371.0,49.3,15.0,60.0,2.13,1,0,train,3
507,Xinhu Garden 2,10736,21.0,86.0,1371.0,46.0,15.0,60.0,2.13,2,0,train,3
508,Xinhu Garden 3,10736,21.0,123.0,1371.0,59.3,15.0,60.0,2.13,3,0,train,3
509,Xinhu Garden 4,10736,21.0,123.0,1371.0,48.9,14.95,59.83,2.17,4,0,train,3
510,Xinhua Xinju,11438,21.0,40.0,700.0,67.0,17.72,59.17,2.48,5,1,train,0
513,Xinleyuan No.16 Building 1,10436,24.0,20.0,1572.0,48.0,16.2,43.17,1.82,4,0,train,3
514,Xinleyuan Building 18,10436,18.0,30.0,1490.0,45.0,16.2,43.17,1.82,1,0,train,3
515,Xinleyuan Building 19,10436,24.0,40.0,1487.0,47.0,16.2,43.17,1.82,1,0,train,3
516,Xinmei Tiandi 1,11338,102.0,73.0,786.0,34.0,17.07,51.67,2.57,2,0,train,4
517,Xinmei Tiandi 2,11338,57.0,50.0,786.0,49.0,17.07,51.67,2.57,2,0,train,4
518,Xinshiji Garden Building 15,10437,21.0,60.0,1661.0,53.0,15.05,30.67,2.42,3,0,train,2
519,Xinshiji Garden Building 20,10437,21.0,50.0,1666.0,29.0,15.05,30.67,2.42,1,0,train,2
520,Xinshiji Garden Building 22,10437,21.0,90.0,1671.0,31.5,15.05,30.67,2.42,2,0,train,2
522,Xinyue Community Building 11,10638,18.0,60.0,1082.0,45.0,16.35,25.67,2.65,7,1,train,2
523,Xinyue Community Building 5,10638,18.0,50.0,1081.0,36.0,16.35,26.0,2.62,3,0,train,2
524,Xinyue Community Building 6,10638,18.0,50.0,1077.0,42.0,16.35,26.0,2.62,8,1,train,2
525,Xinyuan Community Building 29,10437,18.0,50.0,1680.0,54.0,15.03,30.5,2.4,1,0,train,2
526,Xinyuan Community Building 35,10437,18.0,50.0,1695.0,51.0,15.03,30.5,2.4,3,0,train,2
527,Xinyuan Community Building 36,10437,18.0,50.0,1690.0,52.0,15.03,30.5,2.4,3,0,train,2
528,Xinmei Jiayuan 3,11338,80.0,50.0,854.0,50.0,17.07,51.67,2.57,7,1,train,4
529,Xingguang Garden Building 1,10638,18.0,80.0,1075.0,57.0,16.35,25.0,2.72,1,0,train,2
530,Xingguang Garden Building 4,10638,18.0,80.0,1072.0,51.0,16.35,25.67,2.65,3,0,train,2
531,Xingguanghua Residential Area B Building 12,10638,18.0,70.0,1066.0,48.0,16.37,24.5,2.85,7,1,train,2
532,Xingguanghua Residential Area B Building 14,10638,18.0,40.0,1087.0,37.0,16.37,24.5,2.85,4,0,train,2
533,Xingguanghua Residential Area B Building 15,10638,18.0,40.0,1090.0,44.0,16.37,24.5,2.85,3,0,train,2
534,Xing'anyuan 1,11339,18.0,118.0,1089.0,56.0,14.72,55.83,2.83,6,1,train,2
535,Xing'anyuan 2,11339,18.0,118.0,1089.0,56.0,14.72,55.83,2.83,5,1,train,2
536,Xingda Community 11,11338,48.0,30.0,784.0,55.0,17.07,56.0,2.6,15,1,train,0
537,Xingda Community 12,11338,48.0,30.0,784.0,52.0,17.07,56.0,2.6,9,1,train,0
538,Xingfu Jiayuan,11138,18.0,75.0,933.0,46.0,16.65,59.67,2.42,3,0,train,0
539,Xiujunyuan 1,11338,15.0,50.0,781.0,52.0,16.85,56.17,2.52,4,0,train,0
540,Xiujunyuan 2,11338,15.0,50.0,781.0,52.0,16.85,56.17,2.52,1,0,train,0
541,Xiulinyuan Court,11438,18.0,25.0,739.0,45.0,17.47,60.33,2.48,7,1,train,0
542,Xiulin Yuan Area A,11438,18.0,34.0,769.0,44.0,17.47,60.33,2.48,6,1,train,0
543,Xuchan Gongsi Family Building,10638,18.0,50.0,1088.0,46.0,16.35,26.0,2.62,10,1,train,2
545,Yayuan Building 5,11438,86.0,11.0,82.0,49.0,19.68,64.33,2.32,13,1,train,1
546,Yayuan Building 7,11438,91.0,12.0,82.0,49.0,19.68,64.33,2.32,16,1,train,1
547,Yayuan Building 8,11438,77.0,13.0,82.0,85.0,19.68,64.33,2.32,8,1,train,1
550,Yanzhu Gongyu,11438,63.0,47.0,712.0,64.0,17.52,58.83,2.53,8,1,train,4
551,Yangguan Zhuzhai,11138,96.0,56.0,916.0,56.0,16.63,59.33,2.43,8,1,train,4
552,Yangguang City Garden Building 1,11438,42.0,10.0,83.0,55.0,19.7,64.33,2.32,16,1,train,1
553,Yangguang City Garden Building 8,11438,70.0,10.0,83.0,51.0,19.7,64.33,2.32,7,1,train,1
554,Yangguang Garden Building 3,10538,33.0,100.0,1194.0,49.0,16.4,24.5,2.5,6,1,train,2
557,Yangguang Community 1,11338,18.0,75.0,785.0,42.0,16.82,55.0,2.48,9,1,train,0
558,Yangguang Community 2,11338,18.0,75.0,774.0,58.0,16.82,55.0,2.48,3,0,train,0
562,Yizhichuan South Street No.45,10436,16.0,50.0,1489.63,59.0,16.28,42.83,1.8,6,1,train,3
563,Yizhichuan South Street No.96 Family Quarters,10436,17.0,40.0,1471.1,49.0,16.28,42.83,1.8,7,1,train,3
564,Yixin Jiayuan Building 4,11538,52.0,25.0,60.0,61.0,20.17,61.67,2.43,7,1,train,1
565,Yixinyuan Court,11137,21.0,50.0,911.0,51.0,16.57,59.17,2.48,5,1,train,0
566,Ibis Hotel,10736,19.0,45.0,1337.0,52.9,15.0,60.0,2.13,4,0,train,3
567,Yijia Yuanshangyuan,11338,75.0,20.0,790.0,52.0,17.07,52.83,2.47,4,0,train,4
568,Yicun Community Building 13,11338,20.0,50.0,780.0,52.0,17.03,55.67,2.45,7,1,train,0
569,Yimin Xinqu (Resettlement Area),11339,18.0,70.0,1096.0,67.0,14.6,56.0,2.8,5,1,train,0
572,Yin'anyuan Building 15,10437,18.0,60.0,1681.45,58.0,15.03,30.0,2.5,3,0,train,2
573,Yin'anyuan Building 1,10437,21.5,70.0,1668.35,53.0,15.03,30.0,2.5,10,1,train,2
574,Yin'anyuan Building 9,10437,18.0,40.0,1675.19,68.0,15.03,30.0,2.5,4,0,train,2
577,Yintai Huafu Building 1-1,11438,36.0,60.0,46.0,63.0,20.18,66.5,2.37,23,1,train,1
578,Yintai Huafu Building 1-2,11438,36.0,60.0,46.0,68.0,20.18,66.5,2.37,12,1,train,1
579,Yintai Jiayuan West Area Building 12,11438,54.0,50.0,63.0,62.0,20.18,67.0,2.38,19,1,train,1
580,Yingjieyuan Court,11138,24.0,58.0,992.0,49.0,16.63,60.0,2.43,6,1,train,0
581,Yingbin No.1 Building 11,10538,18.0,10.0,1186.72,50.0,16.15,25.0,2.45,1,0,train,2
582,Yingbin No.1 Building 4,10538,18.0,50.0,1199.34,49.0,16.15,25.0,2.45,2,0,train,2
583,Yingbin No.1 Building 7,10538,18.0,50.0,1191.32,49.0,16.15,25.0,2.45,1,0,train,2
584,Yongfeng Street Building 24,10437,20.0,40.0,1684.45,68.0,15.03,30.0,2.5,3,0,train,2
585,Yongfeng Street Community Building 318,10437,9.0,30.0,1704.44,56.0,14.87,30.17,2.45,4,0,train,2
586,Yongfeng Street Community Building 322,10437,21.0,60.0,1699.63,49.0,14.87,30.17,2.45,3,0,train,2
587,Yongtai Xicheng Fengjing Building 6,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,5,1,train,0
588,Yongwang Jiayuan,11640,27.0,67.0,47.0,35.0,19.52,77.17,2.45,4,0,train,1
589,Yongwang Jiayuan Area III,11640,30.0,56.0,49.0,35.0,19.5,76.5,2.43,17,1,train,1
590,Yongxing Jiayuan Building 2,10638,18.5,80.0,1094.0,50.0,16.23,25.67,2.7,3,0,train,2
591,Youdian Community,11138,18.0,55.0,928.0,57.0,16.77,58.0,2.48,4,0,train,0
592,Youhao Road Building 110,10437,12.0,60.0,1693.36,53.0,15.0,30.0,2.43,2,0,train,2
593,Youhao Road Building 116,10437,18.0,60.0,1695.59,50.0,15.0,30.0,2.43,4,0,train,2
594,Youhao Road Building 178,10437,18.0,50.0,1696.33,52.0,15.03,30.0,2.5,5,1,train,2
595,Youyi Street No.18 Block 31 Building,11041,18.0,50.0,1038.0,51.0,15.45,37.0,3.08,4,0,train,2
596,Youyi Street No.18 Block 49 Building,11041,18.0,50.0,1031.0,50.0,15.45,37.0,3.08,2,0,train,2
597,Youyi Street No.18 Block 50 Building,11041,18.0,50.0,1048.0,41.0,15.45,37.0,3.08,2,0,train,2
598,Youyi Street No.18 Block 61 Building,11041,18.0,50.0,1038.0,49.0,15.45,37.0,3.08,3,0,train,2
599,Youyi Street No.18 Block Fu 23 Building,11041,18.0,50.0,1036.0,49.0,15.45,37.0,3.08,2,0,train,2
604,Youyi Community North Area Building 15,11041,18.0,50.0,1021.0,44.0,15.4,37.33,3.08,3,0,train,2
605,Youyi Community North Area Building 38,11041,18.5,90.0,1037.0,47.0,15.4,37.33,3.08,4,0,train,2
606,Youyi Community North Area Building 39,11041,18.5,120.0,1026.0,46.0,15.4,37.33,3.08,5,1,train,2
607,Youyi Community North Area Building 91,11041,19.0,90.0,1040.0,48.0,15.45,37.0,3.08,3,0,train,2
608,Youyi Community North Area Building 92,11041,19.0,90.0,1040.0,48.0,15.45,37.0,3.08,4,0,train,2
609,Youyi Community South Area Building 12,11041,18.0,80.0,1045.0,49.0,15.4,37.33,3.08,6,1,train,2
610,Youyi Community South Area Building 20,11041,18.0,80.0,1033.0,49.0,15.4,37.33,3.08,7,1,train,2
611,Youyi Community South Area Building 25,11041,18.5,70.0,1028.0,59.0,15.4,37.33,3.08,6,1,train,2
612,Youyi Community South Area Building 36,11041,19.0,90.0,1036.0,46.0,15.4,37.33,3.08,4,0,train,2
613,Youse Jinshu Chukou Gongsi,10237,21.0,25.0,2238.0,58.0,12.32,48.17,2.35,1,0,train,3
614,Yudu Garden Building 4,10538,19.0,70.0,1205.49,51.0,16.35,24.83,2.47,5,1,train,2
615,Yudu Garden Building 6,10538,19.0,70.0,1196.05,54.0,16.35,24.83,2.47,2,0,train,2
616,Yudu Garden Building 8,10538,19.0,60.0,1186.04,56.0,16.35,24.83,2.47,3,0,train,2
617,Yucai Road Community,11538,15.0,60.0,50.0,49.0,20.17,63.0,2.48,8,1,train,1
618,Yuhai Jiayuan,11740,36.0,30.0,-9.0,20.0,19.77,82.5,2.53,17,1,train,1
623,Yujing Huacheng Building 10,10538,18.0,50.0,1200.77,49.0,16.02,24.17,2.67,1,0,train,2
624,Yujing Huacheng Building 7,10538,18.0,80.0,1179.59,47.0,16.02,24.17,2.67,3,0,train,2
625,Yulongwan,11138,90.0,48.0,929.0,53.0,16.63,59.33,2.43,11,1,train,4
627,Yunjinyuan Building 36,10437,45.5,60.0,1688.0,45.0,15.02,30.67,2.38,3,0,train,2
629,Yunxiang Community Building 2,10436,12.0,40.0,1423.39,53.0,16.12,43.0,1.82,7,1,train,3
630,Zhenbaoyuan Building 1,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,2,0,train,0
631,Zhenbaoyuan Building 2,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,3,0,train,0
632,Zhenbaoyuan Building 4,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,5,1,train,0
633,Zhenbaoyuan Building 5,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,12,1,train,0
634,Zhenbaoyuan Building 6,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,3,0,train,0
635,Zhengfeng Community Building 1,10638,19.0,90.0,1164.0,65.0,16.23,25.67,2.7,3,0,train,2
636,Zhengjiatai Community Building 3,10436,21.0,30.0,1460.56,56.0,16.3,42.83,1.8,3,0,train,3
637,Zhengfu Family Building,10538,24.5,100.0,1187.0,54.0,16.35,24.83,2.47,1,0,train,2
638,Zhijinyuan Court,10635,18.0,16.0,1127.0,50.0,17.28,71.83,1.7,1,0,train,3
639,Zhijinyuan 2,10635,21.0,20.0,1127.0,50.0,17.28,71.83,1.7,1,0,train,3
640,Zhicheng Huafu Building 10-1,11438,78.0,40.0,75.0,54.0,20.47,68.17,2.53,20,1,train,1
641,Zhicheng Huafu Building 10-2,11438,78.0,40.0,75.0,54.0,20.47,68.17,2.53,3,0,train,1
642,Zhicheng Huafu Building 7-1,11438,78.0,40.0,75.0,50.0,20.47,68.17,2.53,16,1,train,1
643,Zhicheng Huafu Building 7-2,11438,78.0,40.0,75.0,50.0,20.47,68.17,2.53,2,0,train,1
645,China Coal Museum Dormitory,11338,64.0,110.0,770.0,52.0,17.07,52.83,2.47,3,0,train,4
646,Zhongguo Yisilanjiao Wenquan Tang,10436,24.0,30.0,1470.0,53.0,16.3,42.83,1.8,1,0,train,3
647,Zhonghe Yinjie,10536,16.0,38.5,1840.0,48.0,12.45,51.33,2.08,3,0,train,3
650,Zhongjing Garden,11338,58.0,60.0,758.0,50.0,17.08,54.83,2.43,5,1,train,4
651,Central Park,11138,96.0,70.0,946.0,55.0,16.77,59.33,2.42,4,0,train,4
653,Zhongyi Jiayuan Building 6,10538,32.0,70.0,1182.77,57.0,15.92,24.17,2.67,7,1,train,2
654,Ziruiyuan Building 2,10538,18.0,50.0,1185.44,47.0,16.35,24.83,2.47,3,0,train,2
655,Zuobiaocheng Area D 12,11438,42.0,30.0,771.0,53.0,17.47,60.0,2.55,5,1,train,0
656,Zuobiaocheng Area D 8,11438,24.0,100.0,766.0,51.0,17.47,60.0,2.55,8,1,train,0
