SourceRowIndex,Building#,ID,BuildingHeight,BuildingWidth,Altitude,AveNoise,temp,prec,win,NestCount,HigherNestCount,Split
266,Lishui Huating 152,11738,30.0,70.0,2.0,50.0,20.0,69.33,2.7,1,0,test
267,Lishui Xinyuan 2,11840,18.0,151.0,0.0,40.0,18.9,89.67,2.98,6,1,test
268,Liyuan Community Building 1,11241,18.5,55.0,1071.0,50.0,14.57,38.5,3.13,9,1,test
269,Lianhua Jiayuan,11138,21.0,81.0,935.0,51.0,16.65,59.67,2.42,6,1,train
270,Liangcheng Yijing,11438,78.0,100.0,63.0,61.0,20.25,66.67,2.33,20,1,train
271,Liang'erzhuang Community 1,11537,15.0,18.36363636,33.18181818,49.90909091,20.3,66.5,2.52,34,1,train
272,Liang'erzhuang Community 2,11537,15.0,16.4,27.4,55.2,20.3,66.5,2.52,11,1,train
273,Liang'erzhuang Community 3,11537,18.6,14.6,26.0,54.6,20.3,66.5,2.52,16,1,train
274,Liang'erzhuang Community 4,11537,15.0,11.0,34.0,48.0,20.3,66.5,2.52,9,1,train
275,Liang'erzhuang Community 5,11537,15.0,11.0,35.0,54.0,20.3,66.5,2.52,4,0,train
276,Linhui Jiayuan Building 5,10638,18.5,50.0,1073.0,59.0,16.23,25.67,2.7,3,0,train
277,Linheli 1,12040,18.0,45.0,4.0,55.0,17.03,87.17,4.1,5,1,test
278,Linheli 2,12040,18.0,45.0,4.0,55.0,17.03,87.17,4.1,3,0,test
279,Linzhengli,12040,18.0,40.0,2.0,73.0,16.98,85.83,4.15,3,0,test
280,Liugangyuan Area B Building 12,11340,54.0,60.0,1009.0,51.0,14.87,46.5,3.05,13,1,test
281,Liugangyuan Area B Building 22,11340,66.0,30.0,1021.0,32.0,14.87,46.5,3.05,6,1,test
282,Liugangyuan Area B Building 23,11340,54.0,10.0,1035.0,41.0,14.87,46.5,3.05,9,1,test
283,Liugangyuan Area B Building 8,11340,43.0,60.0,1023.0,61.0,14.87,46.33,3.03,6,1,test
284,Liugangyuan Area C Building 25,11340,18.5,60.0,1037.0,44.0,14.87,46.5,3.05,9,1,test
285,Liugangyuan Area C Building 6,11340,33.0,60.0,1021.0,44.0,14.87,46.5,3.05,8,1,test
286,Liugangyuan Area C Building 9,11340,33.0,60.0,1064.0,38.0,14.87,46.5,3.05,5,1,test
287,Liuhu Township Government Family Quarters,10736,18.0,58.0,1334.0,46.0,15.03,60.5,2.08,2,0,train
288,Longfeng Community,11138,18.0,50.0,937.0,47.0,16.77,59.33,2.42,7,1,train
289,Longjuxuan Court,11138,21.0,67.0,925.0,53.0,16.53,59.67,2.45,5,1,train
290,Longquan Garden East Area,11438,39.0,60.0,74.0,63.0,20.07,66.33,2.28,18,1,train
291,Longquan Community 1,11738,18.0,115.0,0.0,47.0,20.0,69.33,2.7,25,1,test
292,Longquan Community 21,11738,18.0,65.0,0.0,47.0,20.0,69.33,2.7,13,1,test
293,Longquan Community 22,11738,18.0,65.0,0.0,47.0,20.0,69.33,2.7,22,1,test
294,Longting Jiayuan Building 3,10437,35.0,80.0,1700.46,55.0,15.02,30.67,2.48,5,1,train
295,Longting Jiayuan Building 7,10437,20.0,70.0,1703.55,48.0,15.02,30.67,2.48,3,0,train
296,Longxiang Community,11841,36.0,70.0,551.0,60.6,15.83,65.5,2.67,13,1,test
297,Luoma Shijia,11138,99.0,70.0,893.0,57.0,16.85,59.67,2.4,8,1,train
298,Luoyu Community 1,10635,15.0,28.0,1112.0,40.6,16.18,70.67,1.8,3,0,train
299,Luoyu Community 2,10635,15.0,45.0,1112.0,37.0,17.32,71.5,1.68,5,1,train
300,Luoyu Community 27,10635,15.0,25.0,1109.0,51.0,17.32,71.5,1.68,2,0,train
301,Luoyu Community 3,10635,15.0,30.0,1114.0,42.3,17.37,71.5,1.68,3,0,train
302,Meiyuan Community 1,11540,18.0,55.0,909.0,33.0,15.2,55.83,2.85,1,0,train
303,Meiyuan Community 2,11540,18.0,55.0,909.0,37.0,15.2,55.83,2.85,1,0,train
304,Meiyuan Community 3,11540,18.0,55.0,909.0,37.0,15.2,55.83,2.85,2,0,train
305,Meidu Hotel,10237,16.0,30.0,2328.0,60.0,12.48,49.0,2.22,1,0,train
306,Meijing Huating,11138,27.0,55.0,943.0,67.0,16.62,60.0,2.43,6,1,train
307,Meili Jiayuan 1,10237,15.0,40.0,2236.0,50.0,12.37,47.83,2.5,2,0,train
308,Meili Jiayuan 2,10237,18.0,50.0,2285.0,51.0,12.37,47.83,2.5,1,0,train
309,Meili City Garden Building 9,10538,19.0,80.0,1196.5,50.0,16.35,24.83,2.47,2,0,train
310,Meili Xincun Building 1,10538,18.0,80.0,1148.68,48.0,16.35,24.83,2.47,1,0,train
311,Meilin Xiaozhen 1,11738,12.5,55.0,7.0,56.0,20.1,68.83,2.67,9,1,test
312,Meilin Xiaozhen 2,11738,12.5,55.0,7.0,56.0,20.1,68.83,2.67,1,0,test
313,Meishu Shufa Chuangzuo Zhanshi Jidi,10436,15.5,20.0,1482.0,56.0,16.2,43.17,1.82,1,0,train
314,Minsheng Garden Building 2,10538,17.0,60.0,1194.67,54.0,16.23,25.0,2.47,6,1,train
315,Mingshi Haoting,11438,66.0,20.0,700.0,67.0,17.72,59.17,2.48,3,0,train
316,Mingshi Gongguan,11438,43.0,12.0,98.0,63.0,19.68,64.33,2.32,8,1,train
317,Mingshi Ju Building 10,11241,31.0,80.0,1072.0,59.0,14.57,38.5,3.13,3,0,test
318,Mingshi Ju Building 10-2,11241,31.0,80.0,1072.0,52.0,14.57,38.5,3.13,9,1,test
319,Mingzhu Jiayuan 5,11840,18.0,103.0,2.0,40.0,18.9,89.67,2.98,9,1,test
320,Mingzhu Jiayuan 6,11840,18.0,57.0,2.0,40.0,18.9,89.67,2.98,6,1,test
321,Mingzhu Jiayuan 7,11840,15.0,57.0,2.0,40.0,18.9,89.67,2.98,6,1,test
322,Mushan Community,11338,84.0,30.0,785.0,49.0,16.85,56.17,2.52,5,1,train
323,Nanqiao Tingyuan Building 1,10638,24.0,50.0,1076.0,60.0,16.35,26.0,2.62,3,0,train
324,Nanyiyuan Court,11138,21.0,80.0,902.0,52.0,16.85,59.67,2.4,7,1,train
325,Nanyuan Village Clinic,10237,15.0,54.0,2238.0,55.0,12.43,49.33,2.3,1,0,train
326,Nanyuan Xuefu,11438,18.0,30.0,665.0,51.0,17.65,58.83,2.55,6,1,train
327,Nanzhuang Community No.2,11438,21.0,30.0,682.0,60.0,17.45,60.5,2.4,1,0,train
328,Nanzhuang Community No.5,11438,21.0,30.0,682.0,60.0,17.45,60.5,2.4,1,0,train
329,Nanzhuang Community No.7,11438,21.0,30.0,682.0,60.0,17.45,60.5,2.4,3,0,train
330,Nanzhuangzi Village,10237,10.0,15.0,2221.0,38.0,12.3,48.33,2.3,1,0,train
331,Ningliyuan Court,10237,15.0,53.0,2220.0,42.0,12.42,49.0,2.22,2,0,train
332,Ningmeng Xiaozhen Building 1,11438,36.0,60.0,61.0,51.0,19.97,65.83,2.3,18,1,train
333,Nuanquan Garden,10736,57.0,35.0,1305.0,53.0,15.03,60.5,2.08,2,0,train
334,Nuanquan Garden 2,10736,57.0,36.0,1305.0,57.0,15.03,60.5,2.08,4,0,train
335,Puqingli,12040,18.0,45.0,6.0,62.0,17.0,87.5,4.15,9,1,test
336,Qile Jiayuan,11940,20.0,60.0,-7.0,54.0,17.02,85.83,4.0,8,1,train
337,Qixin Jiayuan,11538,15.0,45.0,46.0,48.0,20.15,61.5,2.43,12,1,train
338,Qingqing Jiayuan 7,11840,18.0,60.0,3.0,40.0,18.9,89.67,2.98,1,0,test
339,Qingyiyuan Court,10237,18.0,43.0,2227.0,50.0,12.38,48.83,2.17,1,0,train
340,Qingyuan Fengjing Building 26,10638,33.0,30.0,1093.0,35.0,16.35,25.0,2.72,6,1,train
341,Qingyuan Fengjing Building 28,10638,33.0,30.0,1097.0,36.0,16.35,25.0,2.72,8,1,train
342,Qingyuan Fengjing Building 33,10638,33.0,30.0,1081.0,42.0,16.35,25.0,2.72,4,0,train
343,Qingyuan Fengjing Building 25,10638,33.0,60.0,1097.0,34.0,16.35,25.0,2.72,13,1,train
344,Qunyili 2,12040,21.0,45.0,-4.0,78.0,17.03,87.83,4.12,5,1,test
345,Reli Company Building 1-1,11438,45.0,40.0,728.0,57.0,17.5,60.17,2.52,2,0,train
346,Renhe Community Building 10,11241,19.0,50.0,1060.0,52.0,14.3,36.33,3.12,7,1,test
347,Renhe Community Building 3,11241,19.0,45.0,1054.0,48.0,14.3,36.33,3.12,4,0,test
348,Renhang Family Quarters,11138,18.0,80.0,942.0,53.0,16.8,58.0,2.5,5,1,train
349,Renhang Dormitory Building 1,11241,18.5,50.0,1028.0,59.0,14.82,38.83,3.17,5,1,test
350,Home Inn,11338,20.0,55.0,763.0,55.0,17.13,52.67,2.47,8,1,train
351,Ruifuxiang Community,11241,18.5,50.0,1080.0,40.0,14.83,39.0,3.13,3,0,test
352,Sanbao Mansion,11640,19.8,66.0,46.0,59.0,19.5,76.5,2.43,13,1,train
353,Sanqiaojie Community 16,11338,21.0,15.0,794.0,61.0,17.17,56.33,2.62,2,0,train
354,Sanqiaojie Community 29,11338,18.0,10.0,793.0,65.0,17.13,56.0,2.6,2,0,train
355,Sanqiaojie Community 9,11338,18.0,10.0,793.0,63.0,17.17,56.33,2.62,2,0,train
356,Sanyuan Community Building 6,10436,24.0,60.0,1477.59,45.0,16.28,42.83,1.8,3,0,train
357,Sanyuan Community Building 8,10436,18.0,50.0,1477.04,58.0,16.28,42.83,1.8,4,0,train
358,Shandongli,12040,18.0,30.0,5.0,73.0,16.95,85.17,4.13,7,1,test
359,Shannan Residential Community,10437,21.0,50.0,1661.0,54.0,15.05,30.17,2.45,1,0,train
360,Shanshui Longcheng,11138,24.0,60.0,940.0,46.0,16.63,59.33,2.45,9,1,train
361,Shanyi Dayiyuan 1,11338,21.0,20.0,762.0,42.0,17.22,55.83,2.55,8,1,train
362,Shanyi Dayiyuan 2,11338,18.0,20.0,762.0,42.0,17.22,55.83,2.55,5,1,train
363,Shizijie Community Building 29,10437,21.0,60.0,1728.03,59.0,14.87,30.0,2.43,6,1,train
364,Shizijie Community Building 40,10437,21.0,50.0,1712.73,57.0,14.87,30.0,2.43,5,1,train
365,Shizijie Community Building 48,10437,21.0,40.0,1697.29,54.0,14.87,30.0,2.43,7,1,train
366,Provincial Construction Bank Family Quarters Building 1,10436,23.0,60.0,1510.48,57.0,16.3,42.83,1.8,5,1,train
367,Shengmusi Family Quarters Building 2,10436,18.0,70.0,1490.78,51.0,16.17,43.5,1.7,3,0,train
368,Shengshi Hua'an,11538,78.0,45.0,58.0,41.0,20.12,66.0,2.4,3,0,train
369,Shengshi Longyuan,11741,69.0,15.0,677.0,43.0,13.82,63.0,2.98,2,0,train
370,Shengshi Taoyuan,10635,21.0,60.0,1128.0,52.0,17.28,71.5,1.68,3,0,train
371,Shengshi Taoyuan 2,10635,39.0,60.0,1119.0,49.0,17.28,71.5,1.68,5,1,train
372,Shengxin Jiayuan,11538,15.0,50.0,52.0,49.0,20.15,61.5,2.43,10,1,train
373,Crossroad Standalone Building 3,11840,9.0,9.0,0.0,50.0,18.93,89.0,2.83,1,0,test
374,Shichengshu Building 10,10638,54.0,20.0,1076.0,49.0,16.35,25.67,2.65,7,1,train
375,Shichengshu Building 7,10638,90.0,80.0,1076.0,49.0,16.35,25.67,2.65,7,1,train
376,Shichengshu Phase II Building 3,10638,33.0,40.0,1062.0,58.0,16.35,25.67,2.65,1,0,train
377,Shichengshu Building 5,10638,33.0,35.0,1075.0,47.0,16.35,25.67,2.65,4,0,train
378,Shichengshu Building 1,10638,30.0,100.0,1073.0,45.0,16.35,25.67,2.65,4,0,train
379,Shipinchang Family Quarters Building 4,11340,43.0,20.0,1034.0,55.0,14.95,49.5,3.03,4,0,test
380,Shiji Hongyuan Area II,11438,21.0,37.0,671.0,53.0,17.8,58.67,2.55,9,1,train
381,Shiji Hongyuan Area II 10,11438,21.0,50.0,685.0,53.0,17.8,58.67,2.55,6,1,train
382,Shiji Garden Area B 1,10736,42.5,51.0,1334.0,48.0,14.82,59.5,2.18,4,0,train
383,Shiji Garden Area B 2,10736,42.5,58.0,1334.0,37.0,15.0,60.0,2.13,2,0,train
384,Shiji Garden Area B 3,10736,42.5,56.0,1334.0,44.0,15.0,60.0,2.13,2,0,train
385,Shiji Garden Area C 1,10736,39.0,47.0,1318.0,40.0,15.07,60.17,2.12,3,0,train
386,Shiji Garden Area C 2,10736,39.0,63.0,1318.0,40.0,15.07,60.17,2.12,4,0,train
387,Shimao Jingzuan Block C,11241,85.0,25.0,1024.0,55.0,14.63,38.67,3.13,6,1,test
388,Shirensheju Community,11138,18.0,55.0,905.0,59.0,16.77,58.0,2.48,8,1,train
389,Shiwei Dangxiao (Party School),10635,22.0,61.0,1111.0,55.7,17.37,71.5,1.68,2,0,train
390,Shiwei Shizhengfu Family Building,11138,15.0,27.0,914.0,55.0,16.72,60.17,2.43,7,1,train
391,Shuxiang Huoguo,10536,13.0,30.0,1881.0,58.0,12.28,51.17,2.17,2,0,train
392,Shuangshuiwan Community,11338,62.0,100.0,849.0,52.0,17.03,55.67,2.45,8,1,train
393,Shuangyiyuan Building 2,10638,48.0,30.0,1072.0,47.0,16.35,25.0,2.72,3,0,train
394,Shuangyiyuan Building 4,10638,48.0,30.0,1081.0,52.0,16.35,25.0,2.72,3,0,train
395,Shui'an Meijing Building 6,11438,81.0,90.0,55.0,66.0,20.12,66.17,2.32,38,1,train
396,Shui'an Shiji Block D,11241,67.0,70.0,1028.0,53.0,14.88,38.83,3.15,6,1,test
397,Shuidian Shejiyuan Family Quarters Building 3,10436,27.0,60.0,1450.29,68.0,16.3,42.83,1.8,4,0,train
398,Shuijingyuan Building 1,11438,21.0,20.0,656.0,67.0,17.87,59.17,2.6,4,0,train
399,Shuijingyuan Building 4,11438,21.0,20.0,656.0,67.0,17.87,59.17,2.6,4,0,train
400,Shuijing Huayuan 603,11840,36.0,59.0,0.0,40.0,18.9,89.67,2.98,16,1,test
401,Shuili Community,11338,19.0,60.0,785.0,52.0,17.08,54.83,2.43,5,1,train
402,Shuiquanwan Longyuan Building 13,11340,74.0,70.0,1010.0,54.0,14.92,46.33,3.05,4,0,test
403,Shuiquanwan Longyuan Building 17,11340,74.0,70.0,1026.0,51.0,14.92,46.33,3.05,7,1,test
404,Shuiyue Community,11738,16.0,50.0,0.0,55.0,20.02,71.5,2.75,4,0,test
405,Sihexing Community West Area Building 16,11241,65.0,40.0,1030.0,51.0,14.82,38.83,3.17,16,1,test
406,Sihexing Community West Area Building 17,11241,49.0,25.0,1030.0,56.0,14.82,38.83,3.17,2,0,test
407,Siji Garden 1,11338,18.0,55.0,787.0,52.0,17.07,52.83,2.47,4,0,train
408,Siji Garden 2,11338,18.0,65.0,787.0,52.0,17.07,52.83,2.47,11,1,train
409,Siji Garden 3,11338,18.0,25.0,787.0,52.0,17.07,52.83,2.47,3,0,train
410,Sijingyuan Court,11438,21.0,73.0,656.0,51.0,17.65,58.83,2.55,9,1,train
411,Sinan Community Building 3,10638,18.0,70.0,1085.0,31.0,16.35,26.0,2.62,5,1,train
412,Sinan Community Building 4,10638,18.0,90.0,1083.0,36.0,16.35,26.0,2.62,4,0,train
413,Taihongyuan Building 2,11340,47.0,30.0,1040.0,61.0,14.95,49.5,3.03,3,0,test
414,Taihongyuan Building 3,11340,47.0,30.0,1040.0,61.0,14.95,49.5,3.03,9,1,test
415,Taihua Shucaiyuan,11138,36.0,49.0,944.0,55.0,16.72,60.17,2.43,8,1,train
416,Tangjuyuan Area 2,11438,21.0,20.0,676.0,61.0,17.6,59.5,2.47,3,0,train
417,Taoci Community Building 3,10738,52.0,30.0,1079.0,55.0,15.73666667,28.05666667,2.81,5,1,train
418,Tianli Garden Building 1,10538,19.0,95.0,1196.7,49.0,16.22,24.83,2.43,7,1,train
419,Tianli Garden Building 2,10538,19.0,95.0,1187.77,49.0,16.15,24.67,2.5,6,1,train
420,Tianli Garden Building 4,10538,19.0,95.0,1197.91,52.0,16.15,24.67,2.5,6,1,train
421,Tianlin Jinshuiwan,10635,65.0,60.0,1122.0,45.0,17.32,71.5,1.68,2,0,train
422,Tianquan Jiamei Building 1-2,11438,21.0,40.0,723.0,58.0,17.47,60.0,2.55,1,0,train
423,Tianquan Jiamei Building 2,11438,36.0,40.0,723.0,58.0,17.47,60.0,2.55,1,0,train
424,Tianrunyuan Community Building 1,10437,21.0,80.0,1651.0,59.0,15.08,30.0,2.47,2,0,train
425,Tianshui Road Community Building 1,10436,15.0,50.0,1470.0,54.0,16.28,42.83,1.8,5,1,train
426,Tianwei Hotel,10635,28.0,29.0,1143.0,49.8,17.28,71.5,1.68,1,0,train
427,Tielu Xincun Xinyuan Residential Community Building 1,10436,24.0,50.0,1481.0,51.0,16.2,43.17,1.82,1,0,train
428,Tielu Xincun Xinyuan Residential Community Building 2,10436,15.0,70.0,1485.0,60.0,16.2,43.17,1.82,4,0,train
429,Tienanlou 5,11840,11.5,60.0,0.0,40.0,18.9,89.67,2.98,1,0,test
430,Tongcheng Yijing 3,11340,72.8,50.0,1043.0,54.0,15.03,49.33,2.97,4,0,test
431,Tuanjie Community North Area Building 18,11841,15.0,80.0,1044.0,48.0,15.5,72.17,2.68,6,1,test
432,Tuanjie Community North Area Building 27,11241,15.0,50.0,1040.0,50.0,14.27,36.33,3.17,4,0,test
433,Tuanjie Community North Area Jiaheju,11241,18.0,60.0,1054.0,55.0,14.27,36.33,3.17,6,1,test
434,Tuanjie Community East Area A-3 Building,11241,18.0,40.0,1052.0,49.0,14.27,36.33,3.17,2,0,test
435,Wancheng Huafu Building 12,11340,75.0,40.0,1043.0,57.0,15.02,49.83,3.0,3,0,test
436,Wancheng Huafu Building 14,11340,25.0,120.0,1046.0,55.0,15.02,49.83,3.0,8,1,test
437,Wancheng Huafu Phase 2,11340,76.0,70.0,1047.0,50.0,14.98,49.83,3.02,3,0,test
438,Wanfu Jiayuan,11338,39.0,70.0,783.0,61.0,16.82,55.0,2.48,4,0,train
439,Wanhe Huafu Building 6,11438,48.0,40.0,83.0,67.0,19.87,65.83,2.28,11,1,train
440,Wanjia Yuan Community,11438,18.0,20.0,687.0,54.0,17.7,59.67,2.47,7,1,train
441,Wansheng Garden,10437,22.0,70.0,1735.0,54.0,15.05,30.17,2.45,1,0,train
442,Wangxian West Road No.17,10437,18.0,30.0,1660.0,41.0,15.08,30.0,2.47,2,0,train
443,"Weichang Jiutai Construction and Installation Co., Ltd.",11842,18.0,69.0,847.0,54.0,14.2,59.17,2.88,4,0,train
444,Weishengju Residential Building 2,10538,15.0,10.0,1204.74,56.0,16.4,24.5,2.5,2,0,train
445,Wenxinyuan Court,11338,18.0,67.0,797.0,85.0,16.82,55.0,2.48,6,1,train
446,Wenfengyuan Court,11138,93.0,60.0,894.0,51.0,16.73,58.33,2.45,5,1,train
447,Wenxingyuan Community Building 2 Unit 2,11338,90.0,50.0,770.0,53.0,17.08,54.83,2.43,6,1,train
448,Wenxingyuan Community Building 3 Unit 2,11338,90.0,30.0,783.0,38.0,17.08,54.83,2.43,3,0,train
449,Nameless,10635,17.5,28.0,1126.0,49.0,17.37,71.5,1.68,2,0,train
450,Nameless Community,10635,54.8,59.8,1244.0,49.86,15.966,64.9,1.92,6,1,train
451,Nameless Community 1,10635,21.0,66.0,1122.0,46.3,17.28,71.5,1.68,5,1,train
452,Nameless Community 2,10635,21.0,66.0,1122.0,50.8,17.28,71.5,1.68,2,0,train
453,Wutongyuan Court,11138,21.0,50.0,936.0,60.0,16.75,58.33,2.5,7,1,train
454,Wuli Zhuangyuan Building 15,11438,54.0,40.0,39.0,62.0,20.27,67.0,2.38,8,1,train
455,Wutan Community,11639,18.0,60.0,0.0,47.0,20.17,66.17,2.63,5,1,train
456,Xi'an Community 1,11338,34.0,85.0,800.0,54.0,17.07,51.67,2.57,9,1,train
457,Xi'an Community 2,11338,73.0,70.0,783.0,52.0,17.07,51.67,2.57,4,0,train
458,Xi'an Community 3,11338,81.0,90.0,783.0,52.0,17.07,51.67,2.57,12,1,train
459,Xi'an Community 1,11338,63.0,51.0,784.0,41.0,17.07,51.67,2.57,6,1,train
460,Xi'an Community 2,11338,81.0,58.0,784.0,42.0,17.07,51.67,2.57,9,1,train
461,Xi'an Community 3,11338,81.0,55.0,784.0,40.0,17.07,51.67,2.57,7,1,train
462,Xicheng Fengjing Yideyuan 18,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train
463,Xicheng Fengjing Yideyuan 20,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,1,0,train
464,Xicheng Fengjing Yideyuan 21,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train
465,Xicheng Fengjing Yideyuan 30,11438,18.0,30.0,729.0,52.0,17.47,60.33,2.48,2,0,train
466,Xicheng Fengjing Fengzeyuan,11438,52.0,40.0,729.0,52.0,17.47,60.33,2.48,4,0,train
467,Xiguayuan Resettlement Building,10736,18.0,64.0,1344.0,43.5,15.03,60.5,2.08,3,0,train
468,Xiguan School Family Building 1,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,3,0,train
469,Xiguan School Family Building 2,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,2,0,train
470,Xiguan School Family Building 3,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,7,1,train
471,Xijingyuan Xinhu Gang,10736,45.0,50.0,1344.0,49.0,15.0,60.0,2.13,3,0,train
472,Xixing Community,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,2,0,train
473,Xixing Community 2,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,1,0,train
474,Xixing Community 3,10736,78.0,15.0,1334.0,53.0,15.03,60.5,2.08,3,0,train
475,Xia'an Village Resettlement Community,11138,18.0,65.0,982.0,50.0,16.53,60.0,2.45,5,1,train
476,Modern City,11538,96.0,45.0,78.0,49.0,20.15,66.0,2.42,17,1,train
477,Xianghe Jiayuan Building 28,10437,20.0,40.0,1705.16,47.0,15.03,30.17,2.5,3,0,train
478,Xianghe Jiayuan Building 2,10437,20.0,80.0,1687.56,51.0,15.03,30.17,2.5,3,0,train
479,Xianghe Community,11138,18.0,70.0,914.0,57.0,16.77,58.0,2.48,6,1,train
480,Xianghe Community Building 1,10436,17.0,60.0,1495.15,55.0,16.12,43.0,1.82,3,0,train
481,Xianghe Community Area II Building 10,11241,18.0,125.0,1043.0,51.0,14.88,38.83,3.15,5,1,test
482,Xianghe Community Area III Building 11,11241,18.0,50.0,1034.0,47.0,14.88,38.83,3.15,6,1,test
483,Xianghe Community Area III Building 3,11241,18.0,90.0,1036.0,47.0,14.88,38.83,3.15,7,1,test
484,Xiangning Jiayuan Building 1,11438,36.0,60.0,80.0,60.0,19.87,65.83,2.28,6,1,train
485,Xiangyu Garden Community Building 14,11241,20.0,70.0,1049.0,48.0,14.88,38.83,3.15,4,0,test
486,Xiangyang Area A Building 1,10538,15.0,60.0,1201.51,44.0,16.4,24.5,2.5,3,0,train
487,Xiangyang Area A Building 5,10538,15.5,70.0,1191.09,42.0,16.4,24.5,2.5,3,0,train
488,Xiangyang Area B Building 1,10538,15.0,90.0,1195.79,43.0,16.4,24.5,2.5,3,0,train
489,Xiangyangli Subdistrict Nanhuan Road,11340,19.0,80.0,1059.0,58.0,14.93,47.67,2.95,3,0,test
490,Xiangyang Community Building 22,10538,18.0,60.0,1194.0,42.0,16.4,24.5,2.5,6,1,train
491,Xiaowang Community,11338,75.0,80.0,854.0,58.0,17.1,51.83,2.6,11,1,train
492,Xiaolao Si Hotel,10536,16.0,20.0,1874.0,59.0,12.22,51.33,2.12,2,0,train
493,Xin'aocheng Area B Building 20,11438,110.0,40.0,723.0,65.0,17.55,58.33,2.52,2,0,train
494,Xindi Yangguang Jiayuan Building 4,10437,18.0,40.0,1691.0,34.0,15.05,30.17,2.45,1,0,train
495,Xindi Yangguang Jiayuan Building 9,10437,21.0,20.0,1671.0,43.0,15.05,30.17,2.45,2,0,train
496,Xinfeng Road No.54-2,11741,18.0,82.0,654.0,65.0,14.97,63.17,2.73,5,1,train
497,Xinhaiyuan Community,11939,21.0,34.0,-12.0,61.0,17.13,86.17,4.03,6,1,train
498,Xinhewan 1,10736,66.0,40.0,1284.0,58.0,15.0,60.0,2.15,3,0,train
499,Xinhewan 2,10736,66.0,40.0,1284.0,62.0,15.0,60.0,2.15,3,0,train
500,Xinhewan 3,10736,96.0,20.0,1322.0,59.0,15.13,60.0,2.13,1,0,train
501,Xinhewan 4,10736,78.0,50.0,1322.0,55.0,15.13,60.0,2.13,3,0,train
502,Xinhewan 5,10736,54.0,60.0,1322.0,52.0,15.13,60.0,2.13,5,1,train
503,Xinhewan 6,10736,54.0,60.0,1322.0,54.0,15.13,60.0,2.13,2,0,train
504,Xinhewan 7,10736,78.0,50.0,1322.0,57.0,15.13,60.0,2.13,1,0,train
505,Xinhewan 8,10736,78.0,50.0,1322.0,57.0,15.13,60.0,2.13,2,0,train
506,Xinhu Garden 1,10736,21.0,86.0,1371.0,49.3,15.0,60.0,2.13,1,0,train
507,Xinhu Garden 2,10736,21.0,86.0,1371.0,46.0,15.0,60.0,2.13,2,0,train
508,Xinhu Garden 3,10736,21.0,123.0,1371.0,59.3,15.0,60.0,2.13,3,0,train
509,Xinhu Garden 4,10736,21.0,123.0,1371.0,48.9,14.95,59.83,2.17,4,0,train
510,Xinhua Xinju,11438,21.0,40.0,700.0,67.0,17.72,59.17,2.48,5,1,train
511,Xinhuayuan Building 3,11241,18.0,60.0,1042.0,55.0,14.63,38.67,3.13,3,0,test
512,Xinhuayuan Building 4,11241,18.0,60.0,1044.0,52.0,14.63,38.67,3.13,3,0,test
513,Xinleyuan No.16 Building 1,10436,24.0,20.0,1572.0,48.0,16.2,43.17,1.82,4,0,train
514,Xinleyuan Building 18,10436,18.0,30.0,1490.0,45.0,16.2,43.17,1.82,1,0,train
515,Xinleyuan Building 19,10436,24.0,40.0,1487.0,47.0,16.2,43.17,1.82,1,0,train
516,Xinmei Tiandi 1,11338,102.0,73.0,786.0,34.0,17.07,51.67,2.57,2,0,train
517,Xinmei Tiandi 2,11338,57.0,50.0,786.0,49.0,17.07,51.67,2.57,2,0,train
518,Xinshiji Garden Building 15,10437,21.0,60.0,1661.0,53.0,15.05,30.67,2.42,3,0,train
519,Xinshiji Garden Building 20,10437,21.0,50.0,1666.0,29.0,15.05,30.67,2.42,1,0,train
520,Xinshiji Garden Building 22,10437,21.0,90.0,1671.0,31.5,15.05,30.67,2.42,2,0,train
521,Xinshuyuan Block B,11241,17.0,90.0,1116.0,49.0,14.37,36.5,3.12,5,1,test
522,Xinyue Community Building 11,10638,18.0,60.0,1082.0,45.0,16.35,25.67,2.65,7,1,train
523,Xinyue Community Building 5,10638,18.0,50.0,1081.0,36.0,16.35,26.0,2.62,3,0,train
524,Xinyue Community Building 6,10638,18.0,50.0,1077.0,42.0,16.35,26.0,2.62,8,1,train
525,Xinyuan Community Building 29,10437,18.0,50.0,1680.0,54.0,15.03,30.5,2.4,1,0,train
526,Xinyuan Community Building 35,10437,18.0,50.0,1695.0,51.0,15.03,30.5,2.4,3,0,train
527,Xinyuan Community Building 36,10437,18.0,50.0,1690.0,52.0,15.03,30.5,2.4,3,0,train
528,Xinmei Jiayuan 3,11338,80.0,50.0,854.0,50.0,17.07,51.67,2.57,7,1,train
529,Xingguang Garden Building 1,10638,18.0,80.0,1075.0,57.0,16.35,25.0,2.72,1,0,train
530,Xingguang Garden Building 4,10638,18.0,80.0,1072.0,51.0,16.35,25.67,2.65,3,0,train
